Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Price,Variant Compare At Price
darth-revan-canvas,Darth Revan Canvas,Size,5.1x3.4 in,,,,,IKC008,19.99,
